entity:taxon_id	actual_taxa	cholgen	read1	read2	run	te	vibecheck_reads_classification_notes	vibecheck_reads_confidence	vibecheck_reads_lineage
VB0219	Africa|TCD|ERR1878599|T12|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/07b797c0-2b00-4b22-9414-66fb99d0fd71/call-fastq_dl_sra/ERR1878599_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/07b797c0-2b00-4b22-9414-66fb99d0fd71/call-fastq_dl_sra/ERR1878599_2.fastq.gz	ERR1878599	T12	Freyja results: T12(100.0%)	1	T12
VB0220	Africa|TCD|ERR1878600|T12|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1d53a0e4-a4f5-46c0-b55e-c4f12be8c326/call-fastq_dl_sra/ERR1878600_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1d53a0e4-a4f5-46c0-b55e-c4f12be8c326/call-fastq_dl_sra/ERR1878600_2.fastq.gz	ERR1878600	T12	Freyja results: T12(100.0%)	1	T12
VB0221	Africa|ETH|ERR1879387|T6|1998-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2307c465-7905-45d6-9f43-d3174f02d621/call-fastq_dl_sra/ERR1879387_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2307c465-7905-45d6-9f43-d3174f02d621/call-fastq_dl_sra/ERR1879387_2.fastq.gz	ERR1879387	T6	Freyja results: T6(100.0%)	1	T6
VB0222	Asia|TUR|ERR1879390|UNK|1976-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ed99cc93-bee8-40bf-be25-79f0711bb39a/call-fastq_dl_sra/ERR1879390_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ed99cc93-bee8-40bf-be25-79f0711bb39a/call-fastq_dl_sra/ERR1879390_2.fastq.gz	ERR1879390	UNK	Freyja results: T4(100.0%)	1	T4
VB0223	Africa|GIN|ERR1879546|T7|1990-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3aa96df7-3ef6-491e-9596-f85083cc2336/call-fastq_dl_sra/ERR1879546_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3aa96df7-3ef6-491e-9596-f85083cc2336/call-fastq_dl_sra/ERR1879546_2.fastq.gz	ERR1879546	T7	Freyja results: T7(100.0%)	1	T7
VB0224	Asia|PHL|ERR1879564|UNK|1961-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2db51579-2944-47d9-90a1-21caba88b7b5/call-fastq_dl_sra/ERR1879564_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2db51579-2944-47d9-90a1-21caba88b7b5/call-fastq_dl_sra/ERR1879564_2.fastq.gz	ERR1879564	UNK	Freyja results: T1(100.0%)	1	T1
VB0225	Europe|ROU|ERR1879574|UNK|1991-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ecc11a2b-b86a-477a-9efd-d3ad4c491a4a/call-fastq_dl_sra/ERR1879574_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ecc11a2b-b86a-477a-9efd-d3ad4c491a4a/call-fastq_dl_sra/ERR1879574_2.fastq.gz	ERR1879574	UNK	Freyja results: T7(100.0%)	1	T7
VB0226	Asia|IRQ|ERR1879588|UNK|1995-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/263fa225-0bfa-4ae9-85d3-5eb694f3bc83/call-fastq_dl_sra/ERR1879588_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/263fa225-0bfa-4ae9-85d3-5eb694f3bc83/call-fastq_dl_sra/ERR1879588_2.fastq.gz	ERR1879588	UNK	Freyja results: T8(100.0%)	1	T8
VB0227	Asia|ISR|ERR1879626|UNK|1970-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5afc979b-e861-4030-8fee-8f8d4722493a/call-fastq_dl_sra/ERR1879626_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5afc979b-e861-4030-8fee-8f8d4722493a/call-fastq_dl_sra/ERR1879626_2.fastq.gz	ERR1879626	UNK	Freyja results: T3(100.0%)	1	T3
VB0228	Asia|THA|ERR1879633|UNK|1963-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ae9730fa-c00c-4c7c-a337-20ef602dc8c4/call-fastq_dl_sra/ERR1879633_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ae9730fa-c00c-4c7c-a337-20ef602dc8c4/call-fastq_dl_sra/ERR1879633_2.fastq.gz	ERR1879633	UNK	Freyja results: T1(100.0%)	1	T1
VB0229	Asia|VNM|ERR1879634|UNK|1964-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/05c3c886-738c-4aa5-8923-53ef51387861/call-fastq_dl_sra/ERR1879634_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/05c3c886-738c-4aa5-8923-53ef51387861/call-fastq_dl_sra/ERR1879634_2.fastq.gz	ERR1879634	UNK	Freyja results: T1(100.0%)	1	T1
VB0230	Africa|BDI|ERR1879636|T5|1997-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d8c4876f-17fb-4ac0-8934-baf202fa5af3/call-fastq_dl_sra/ERR1879636_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d8c4876f-17fb-4ac0-8934-baf202fa5af3/call-fastq_dl_sra/ERR1879636_2.fastq.gz	ERR1879636	T5	Freyja results: T5(100.0%)	1	T5
VB0231	Africa|ZAF|ERR1880774|T8|2001-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/89cdaba3-94e7-4185-9081-d82b33b9054e/call-fastq_dl_sra/ERR1880774_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/89cdaba3-94e7-4185-9081-d82b33b9054e/call-fastq_dl_sra/ERR1880774_2.fastq.gz	ERR1880774	T8	Freyja results: T8(100.0%)	1	T8
VB0232	Africa|ZAF|ERR1880783|T8|2001-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/54927eca-3879-45d1-aa65-fdeabf9b70a9/call-fastq_dl_sra/ERR1880783_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/54927eca-3879-45d1-aa65-fdeabf9b70a9/call-fastq_dl_sra/ERR1880783_2.fastq.gz	ERR1880783	T8	Freyja results: T8(100.0%)	1	T8
VB0233	Africa|ZAF|ERR1880784|T8|2001-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/dca739cb-f85c-47f9-b51e-4a08f39ad002/call-fastq_dl_sra/ERR1880784_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/dca739cb-f85c-47f9-b51e-4a08f39ad002/call-fastq_dl_sra/ERR1880784_2.fastq.gz	ERR1880784	T8	Freyja results: T8(100.0%)	1	T8
VB0234	Asia|TUR|ERR1880797|UNK|1980-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5feac55d-b220-4a59-a9a9-e389de647328/call-fastq_dl_sra/ERR1880797_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5feac55d-b220-4a59-a9a9-e389de647328/call-fastq_dl_sra/ERR1880797_2.fastq.gz	ERR1880797	UNK	Freyja results: T4(100.0%)	1	T4
VB0235	Asia|IND|ERR1880818|UNK|2002-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/0b49169a-8035-47b5-b0cc-17c599072522/call-fastq_dl_sra/ERR1880818_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/0b49169a-8035-47b5-b0cc-17c599072522/call-fastq_dl_sra/ERR1880818_2.fastq.gz	ERR1880818	UNK	Freyja results: T9(100.0%)	1	T9
VB0236	Asia|IND|ERR1880825|UNK|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/0763e653-781e-46fe-b2b7-14066552df46/call-fastq_dl_sra/ERR1880825_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/0763e653-781e-46fe-b2b7-14066552df46/call-fastq_dl_sra/ERR1880825_2.fastq.gz	ERR1880825	UNK	Freyja results: T12(100.0%)	1	T12
VB0237	Asia|THA|ERR1485310|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ec2fa524-23dd-483c-82f6-efc547871243/call-fastq_dl_sra/ERR1485310_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ec2fa524-23dd-483c-82f6-efc547871243/call-fastq_dl_sra/ERR1485310_2.fastq.gz	ERR1485310	UNK	Freyja results: T12(100.0%)	1	T12
VB0238	Africa|GHA|637b8a3aca7802699b66716a|T12|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b6611803-87f4-4cd3-b8c9-b166008c790b/call-fastq_dl_sra/ERR1953575_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b6611803-87f4-4cd3-b8c9-b166008c790b/call-fastq_dl_sra/ERR1953575_2.fastq.gz	ERR1953575	T12	Freyja results: T12(100.0%)	1	T12
VB0239	Africa|GHA|637b8a3aca7802872266716e|T12|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9fa6428d-642a-46af-976d-99e867b2090d/call-fastq_dl_sra/ERR1953558_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9fa6428d-642a-46af-976d-99e867b2090d/call-fastq_dl_sra/ERR1953558_2.fastq.gz	ERR1953558	T12	Freyja results: T12(100.0%)	1	T12
VB0240	Africa|GHA|637b8a3aca7802630a6671bc|T9|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9837bac4-96e4-4b5c-be23-d95e97263abe/call-fastq_dl_sra/ERR1953620_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/9837bac4-96e4-4b5c-be23-d95e97263abe/call-fastq_dl_sra/ERR1953620_2.fastq.gz	ERR1953620	T9	Freyja results: T9(100.0%)	1	T9
VB0241	Africa|GHA|637b8a3aca78020381667170|T9|2012-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/45665c8c-2a27-4b43-85cb-d974c68f1eb4/call-fastq_dl_sra/ERR1953533_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/45665c8c-2a27-4b43-85cb-d974c68f1eb4/call-fastq_dl_sra/ERR1953533_2.fastq.gz	ERR1953533	T9	Freyja results: T9(100.0%)	1	T9
VB0242	Africa|ZWE|ERR3342505|T11|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ff870286-f595-4c69-8ce6-ffcbf03e7f3f/call-fastq_dl_sra/ERR3342505_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ff870286-f595-4c69-8ce6-ffcbf03e7f3f/call-fastq_dl_sra/ERR3342505_2.fastq.gz	ERR3342505	T11	Freyja results: T11(100.0%)	1	T11
VB0243	Asia|IND|ERR351211|UNK|2009-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/eb35618a-a997-41db-98d1-e1e1b96a9996/call-fastq_dl_sra/ERR351211_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/eb35618a-a997-41db-98d1-e1e1b96a9996/call-fastq_dl_sra/ERR351211_2.fastq.gz	ERR351211	UNK	Freyja results: T12(100.0%)	1	T12
VB0244	Asia|BGD|SRR5986079|UNK|2013-11-27	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1093a7e2-ba4e-49c7-9485-5bde9e682e12/call-fastq_dl_sra/SRR5986079_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1093a7e2-ba4e-49c7-9485-5bde9e682e12/call-fastq_dl_sra/SRR5986079_2.fastq.gz	SRR5986079	UNK	Freyja results: T9(100.0%)	1	T9
VB0245	Asia|BGD|SRR5986080|UNK|2013-11-27	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/7a0ec816-7c6d-41bf-810d-5e1141cd5fea/call-fastq_dl_sra/SRR5986080_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/7a0ec816-7c6d-41bf-810d-5e1141cd5fea/call-fastq_dl_sra/SRR5986080_2.fastq.gz	SRR5986080	UNK	Freyja results: T9(100.0%)	1	T9
VB0246	Asia|BGD|SRR5986039|UNK|2013-11-28	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/78db5225-66c5-4fc4-bc64-ee57abcffea2/call-fastq_dl_sra/SRR5986039_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/78db5225-66c5-4fc4-bc64-ee57abcffea2/call-fastq_dl_sra/SRR5986039_2.fastq.gz	SRR5986039	UNK	Freyja results: T9(100.0%)	1	T9
VB0247	Asia|BGD|SRR5986064|UNK|2013-11-28	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/465db088-1db5-4d96-80e2-b1ff4702ee70/call-fastq_dl_sra/SRR5986064_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/465db088-1db5-4d96-80e2-b1ff4702ee70/call-fastq_dl_sra/SRR5986064_2.fastq.gz	SRR5986064	UNK	Freyja results: T9(100.0%)	1	T9
VB0248	Asia|BGD|SRR5986149|UNK|2013-12-02	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0424aac7-72cb-4e5a-9233-45f7e8d957d6/call-fastq_dl_sra/SRR5986149_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/0424aac7-72cb-4e5a-9233-45f7e8d957d6/call-fastq_dl_sra/SRR5986149_2.fastq.gz	SRR5986149	UNK	Freyja results: T9(100.0%)	1	T9
VB0249	Asia|BGD|SRR5986146|UNK|2013-12-02	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1196e76d-b116-4442-b518-129a474ef506/call-fastq_dl_sra/SRR5986146_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/1196e76d-b116-4442-b518-129a474ef506/call-fastq_dl_sra/SRR5986146_2.fastq.gz	SRR5986146	UNK	Freyja results: T9(100.0%)	1	T9
VB0250	Asia|BGD|SRR5986007|UNK|2013-12-02	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/4797cd2d-c7d9-46ec-b86e-72348bbc4631/call-fastq_dl_sra/SRR5986007_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/4797cd2d-c7d9-46ec-b86e-72348bbc4631/call-fastq_dl_sra/SRR5986007_2.fastq.gz	SRR5986007	UNK	Freyja results: T9(100.0%)	1	T9
VB0251	Asia|BGD|6389b45c9a9bd76156a0b67c|UNK|2013-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b3f570ea-1ad4-4235-bd62-022065612a12/call-fastq_dl_sra/SRR5986008_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b3f570ea-1ad4-4235-bd62-022065612a12/call-fastq_dl_sra/SRR5986008_2.fastq.gz	SRR5986008	UNK	Freyja results: T9(100.0%)	1	T9
VB0252	Asia|BGD|SRR5986100|UNK|2013-12-05	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/dca47652-92e6-4fee-a8fe-8c6aa187b8fb/call-fastq_dl_sra/SRR5986100_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/dca47652-92e6-4fee-a8fe-8c6aa187b8fb/call-fastq_dl_sra/SRR5986100_2.fastq.gz	SRR5986100	UNK	Freyja results: T9(100.0%)	1	T9
VB0253	Asia|BGD|SRR5986050|UNK|2013-12-05	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/acc51b1d-16b3-464a-814f-94d55d46b714/call-fastq_dl_sra/SRR5986050_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/acc51b1d-16b3-464a-814f-94d55d46b714/call-fastq_dl_sra/SRR5986050_2.fastq.gz	SRR5986050	UNK	Freyja results: T9(100.0%)	1	T9
VB0254	Asia|BGD|SRR5986028|UNK|2013-12-05	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/acf89081-7190-43af-872e-086ba4c18828/call-fastq_dl_sra/SRR5986028_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/acf89081-7190-43af-872e-086ba4c18828/call-fastq_dl_sra/SRR5986028_2.fastq.gz	SRR5986028	UNK	Freyja results: T9(100.0%)	1	T9
VB0255	Asia|BGD|SAMD00182518|UNK|2010-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e50903e1-4841-47f1-8109-127334efc1eb/call-fastq_dl_sra/DRR189281_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e50903e1-4841-47f1-8109-127334efc1eb/call-fastq_dl_sra/DRR189281_2.fastq.gz	DRR189281	UNK	Freyja results: T12(100.0%)	1	T12
VB0256	Asia|BGD|SAMD00182522|UNK|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d576743c-0881-4162-a9d6-450fb7333968/call-fastq_dl_sra/DRR189285_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/d576743c-0881-4162-a9d6-450fb7333968/call-fastq_dl_sra/DRR189285_2.fastq.gz	DRR189285	UNK	Freyja results: T9(100.0%)	1	T9
VB0257	Asia|BGD|SAMD00182525|UNK|2012-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/299f7566-7c69-43e4-a3c1-0b0c8f265dce/call-fastq_dl_sra/DRR189288_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/299f7566-7c69-43e4-a3c1-0b0c8f265dce/call-fastq_dl_sra/DRR189288_2.fastq.gz	DRR189288	UNK	Freyja results: T9(100.0%)	1	T9
VB0258	Asia|BGD|SAMD00182529|UNK|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/76b7d461-05c8-4264-bce1-0d678628353d/call-fastq_dl_sra/DRR189292_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/76b7d461-05c8-4264-bce1-0d678628353d/call-fastq_dl_sra/DRR189292_2.fastq.gz	DRR189292	UNK	Freyja results: T12(100.0%)	1	T12
VB0259	Asia|BGD|SAMD00182530|UNK|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b5d8c32b-431d-4972-85a2-7eca55dd2f36/call-fastq_dl_sra/DRR189293_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/b5d8c32b-431d-4972-85a2-7eca55dd2f36/call-fastq_dl_sra/DRR189293_2.fastq.gz	DRR189293	UNK	Freyja results: T9(100.0%)	1	T9
VB0260	Asia|BGD|SAMD00182531|UNK|2015-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/827c7441-c5b7-4208-9134-3739b15e1c78/call-fastq_dl_sra/DRR189294_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/827c7441-c5b7-4208-9134-3739b15e1c78/call-fastq_dl_sra/DRR189294_2.fastq.gz	DRR189294	UNK	Freyja results: T9(100.0%)	1	T9
VB0261	Asia|BGD|SAMD00182538|UNK|2016-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/6f6824f7-69cd-42a7-b2a5-003502af66ae/call-fastq_dl_sra/DRR189301_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/6f6824f7-69cd-42a7-b2a5-003502af66ae/call-fastq_dl_sra/DRR189301_2.fastq.gz	DRR189301	UNK	Freyja results: T9(100.0%)	1	T9
